canonical_smiles,molecule_chembl_id,standard_units,standard_value,units,value
COC(=O)C(Cc1ccccc1)NC(=O)COc1ccc(C=O)cc1,CHEMBL396941,nM,4960.0,uM,4.96
COC(=O)C(CC(C)C)NC(=O)COc1ccc(C=O)cc1,CHEMBL397574,,,,
CCC(C)C(NC(=O)COc1ccc(C=O)cc1)C(=O)OC,CHEMBL234862,,,,
COC(=O)C(CCSC)NC(=O)COc1ccc(C=O)cc1,CHEMBL394902,,,,
COC(=O)C(NC(=O)COc1ccc(C=O)cc1)C(C)C,CHEMBL232614,,,,
COC(=O)C(C)NC(=O)COc1ccc(C=O)cc1,CHEMBL394901,nM,190.0,uM,0.19
COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,CHEMBL659,nM,550.0,uM,0.55
CC(C)C1=N[C@H]2CC=C3CC4C(=O)C[C@]5(C)[C@@H]([C@H](C)N(C)C)[C@H](O)C[C@@]5(C)[C@@H]4CC[C@H]3[C@]2(C)CO1,CHEMBL393621,nM,385.0,nM,385.0
Nc1c2c(nc3ccccc13)CCCC2,CHEMBL95,nM,157.0,nM,157.0
CC[C@H](C)C1=N[C@H]2CC=C3C[C@H]4C(=O)C[C@]5(C)[C@@H]([C@H](C)N(C)C)[C@H](O)C[C@@]5(C)[C@@H]4CC[C@H]3[C@]2(C)CN1,CHEMBL235548,nM,447.0,nM,447.0
CC[C@H](C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)C)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CN1,CHEMBL238063,nM,2.0,nM,2.0
CC(C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)C)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CN1,CHEMBL238062,nM,2.0,nM,2.0
CN[C@@H](C)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC[C@@H]4C(=CC[C@@H]5N=C(C(C)C)OC[C@]54C)C[C@H]3C(=O)C[C@]12C,CHEMBL237870,nM,485.0,nM,485.0
CC(C)C1=N[C@H]2CC=C3C[C@H]4C(=O)C[C@]5(C)[C@@H]([C@H](C)N(C)C)[C@H](OC(=O)C(C)(C)C)C[C@@]5(C)[C@@H]4CC[C@H]3[C@]2(C)CO1,CHEMBL396190,nM,724.0,nM,724.0
CC[C@H](C)C1=N[C@H]2CC=C3C[C@H]4C(=O)C[C@]5(C)[C@@H]([C@H](C)N(C)C)[C@H](O)C[C@@]5(C)[C@@H]4CC[C@H]3[C@]2(C)CO1,CHEMBL393212,nM,237.0,nM,237.0
C[C@@H]([C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC[C@@H]4C(=CC[C@@H]5N=C(C(C)(C)C)OC[C@]54C)C[C@H]3C(=O)C[C@]12C)N(C)C,CHEMBL241536,nM,372.0,nM,372.0
