canonical_smiles,molecule_chembl_id,standard_units,standard_value,units,value
CCOP(=O)(OCC)[C@@H](C)NC(=O)[C@@]1(O)[C@H](O)[C@]2(CC)C=CCN3CC[C@@]4(c5cc([C@@]6(C(=O)OC)C[C@@H]7CN(CCc8c6[nH]c6ccccc86)C[C@](O)(CC)C7)c(OC)cc5N(C)[C@@H]14)[C@@H]32,CHEMBL2369081,nM,80.0,uM,0.08
CCOP(=O)(OCC)C(NC(=O)[C@@]1(O)[C@H](O)[C@]2(CC)C=CCN3CC[C@@]4(c5cc([C@@]6(C(=O)OC)C[C@@H]7CN(CCc8c6[nH]c6ccccc86)C[C@](O)(CC)C7)c(OC)cc5N(C)[C@@H]14)[C@@H]32)C(C)C,CHEMBL2369080,nM,300.0,uM,0.3
CCOP(=O)(OCC)[C@@H](NC(=O)[C@@]1(O)[C@H](O)[C@]2(CC)C=CCN3CC[C@@]4(c5cc([C@@]6(C(=O)OC)C[C@@H]7CN(CCc8c6[nH]c6ccccc86)C[C@](O)(CC)C7)c(OC)cc5N(C)[C@@H]14)[C@@H]32)C(C)C,CHEMBL2369079,nM,400.0,uM,0.4
Cc1ccc2nc(/C=C/c3ccccc3)nc(O)c2c1,CHEMBL45503,nM,2000.0,uM,2.0
CCOP(=O)(OCC)C(Cc1ccccc1)NC(=O)[C@@]1(O)[C@H](O)[C@]2(CC)C=CCN3CC[C@@]4(c5cc([C@@]6(C(=O)OC)C[C@@H]7CN(CCc8c6[nH]c6ccccc86)C[C@](O)(CC)C7)c(OC)cc5N(C)[C@@H]14)[C@@H]32,CHEMBL2369084,nM,70.0,uM,0.07
CCCCCC(NC(=O)[C@@]1(O)[C@H](O)[C@]2(CC)C=CCN3CC[C@@]4(c5cc([C@@]6(C(=O)OC)C[C@@H]7CN(CCc8c6[nH]c6ccccc86)C[C@](O)(CC)C7)c(OC)cc5N(C)[C@@H]14)[C@@H]32)P(=O)(OCC)OCC,CHEMBL2369093,nM,20.0,uM,0.02
Oc1nc(/C=C/c2ccccc2)nc2ccc(Cl)cc12,CHEMBL299871,nM,2500.0,uM,2.5
Oc1nc(/C=C/c2ccccc2)nc2ccc(I)cc12,CHEMBL300300,nM,1400.0,uM,1.4
Oc1nc(Cc2ccccc2)nc2ccc(Cl)cc12,CHEMBL46037,nM,40000.0,uM,40.0
O=c1[nH]c(=O)c2nc(/C=C/c3ccccc3)nc(O)c2[nH]1,CHEMBL47813,nM,40000.0,uM,40.0
Oc1nc(/C=C/c2ccccc2)nc2cccc(Cl)c12,CHEMBL49327,nM,40000.0,uM,40.0
COc1cc2nc(/C=C/c3ccccc3)nc(O)c2cc1OC,CHEMBL49045,nM,3300.0,uM,3.3
Sc1nc(/C=C/c2ccccc2)nc2ccc(Cl)cc12,CHEMBL297123,nM,40000.0,uM,40.0
O=c1[nH]c(/C=C/c2ccccc2)nc2ccccc12,CHEMBL47360,nM,11000.0,uM,11.0
C/C=C/c1nc(O)c2ccccc2n1,CHEMBL49142,nM,40000.0,uM,40.0
CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,CHEMBL90555,nM,500.0,uM,0.5
Oc1nc(/C=C/c2ccccc2)nc2c(Cl)cccc12,CHEMBL301343,nM,40000.0,uM,40.0
O=S1(=O)N=C(/C=C/c2ccccc2)Nc2ccccc21,CHEMBL48846,nM,40000.0,uM,40.0
Cc1nc(O)c2cc(Cl)ccc2n1,CHEMBL50761,nM,40000.0,uM,40.0
CCOP(=O)(OCC)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@]1(O)[C@H](O)[C@]2(CC)C=CCN3CC[C@@]4(c5cc([C@@]6(C(=O)OC)C[C@@H]7CN(CCc8c6[nH]c6ccccc86)C[C@](O)(CC)C7)c(OC)cc5N(C)[C@@H]14)[C@@H]32,CHEMBL2369086,nM,100.0,uM,0.1
CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,CHEMBL159,nM,70.0,uM,0.07
CC(=O)Oc1ccc2nc(/C=C/c3ccccc3)nc(O)c2c1,CHEMBL48397,nM,4000.0,uM,4.0
Nc1ccccc1C(=O)Oc1ccc2nc(/C=C/c3ccccc3)nc(O)c2c1,CHEMBL49782,nM,40000.0,uM,40.0
Cc1cccc2nc(/C=C/c3ccccc3)nc(O)c12,CHEMBL298971,nM,40000.0,uM,40.0
CCOc1ccc2nc(/C=C/c3ccccc3)nc(O)c2c1,CHEMBL48188,nM,40000.0,uM,40.0
O=c1c2cc(Cl)ccc2nc2n1NC(c1ccccc1)C2,CHEMBL49470,nM,40000.0,uM,40.0
CCOP(=O)(OCC)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@]1(O)[C@H](O)[C@]2(CC)C=CCN3CC[C@@]4(c5cc([C@@]6(C(=O)OC)C[C@@H]7CN(CCc8c6[nH]c6ccccc86)C[C@](O)(CC)C7)c(OC)cc5N(C)[C@@H]14)[C@@H]32,CHEMBL2369089,nM,100.0,uM,0.1
Oc1nc(CC(c2ccccc2)N2CCOCC2)nc2ccc(Cl)cc12,CHEMBL45876,nM,40000.0,uM,40.0
Oc1nc(/C=C/c2ccccc2)nc2sccc12,CHEMBL297379,nM,40000.0,uM,40.0
CCOC(=O)CC(NC(=O)[C@@]1(O)[C@H](O)[C@]2(CC)C=CCN3CC[C@@]4(c5cc([C@@]6(C(=O)OC)C[C@@H]7CN(CCc8c6[nH]c6ccccc86)C[C@](O)(CC)C7)c(OC)cc5N(C)[C@@H]14)[C@@H]32)P(=O)(OCC)OCC,CHEMBL2369096,nM,300.0,uM,0.3
COc1ccc2nc(/C=C/c3ccccc3)[nH]c(=O)c2c1,CHEMBL440113,nM,2000.0,uM,2.0
CCOP(=O)(OCC)[C@H](C)NC(=O)[C@@]1(O)[C@H](O)[C@]2(CC)C=CCN3CC[C@@]4(c5cc([C@@]6(C(=O)OC)C[C@@H]7CN(CCc8c6[nH]c6ccccc86)C[C@](O)(CC)C7)c(OC)cc5N(C)[C@@H]14)[C@@H]32,CHEMBL2369091,nM,200.0,uM,0.2
Oc1nc(/C=C/c2ccccc2)nc2ccc(F)cc12,CHEMBL46947,nM,5400.0,uM,5.4
CCN(CC)CCCC(C)Nc1nc(/C=C/c2ccccc2)nc2ccc(Cl)cc12,CHEMBL48706,nM,40000.0,uM,40.0
CCCOC(=O)c1[nH]c2ccccc2c1Sc1ccccc1,CHEMBL383538,nM,40000.0,uM,40.0
CCOC(=O)c1[nH]c2cc(OC)c(OC)cc2c1Sc1cc(OC)c(OC)c(OC)c1,CHEMBL200083,nM,22000.0,uM,22.0
COC(=O)c1[nH]c2cc(OC)c(OC)cc2c1Sc1cc(OC)c(OC)c(OC)c1,CHEMBL201451,nM,40000.0,uM,40.0
CCOC(=O)c1[nH]c2cc(OC)c(OC)cc2c1S(=O)(=O)c1ccccc1,CHEMBL201183,nM,40000.0,uM,40.0
CCOC(=O)c1[nH]c2cc(OC)c(OC)cc2c1Sc1ccccc1,CHEMBL201631,nM,14000.0,uM,14.0
COC(=O)c1[nH]c2ccc([N+](=O)[O-])cc2c1Sc1cc(OC)c(OC)c(OC)c1,CHEMBL380871,nM,4500.0,uM,4.5
CCOC(=O)c1[nH]c2ccc(OC)cc2c1Sc1cc(OC)c(OC)c(OC)c1,CHEMBL203031,nM,2400.0,uM,2.4
CCOC(=O)c1[nH]c2ccc(OC)cc2c1Sc1ccc(OC)cc1,CHEMBL200978,nM,40000.0,uM,40.0
CCOC(=O)c1[nH]c2ccc(OC)cc2c1Sc1cccc(OC)c1,CHEMBL380903,nM,3100.0,uM,3.1
CCOC(=O)c1[nH]c2ccc(OC)cc2c1Sc1ccccc1OC,CHEMBL382827,nM,16000.0,uM,16.0
COC(=O)c1[nH]c2cccc(OC)c2c1Sc1ccccc1,CHEMBL372986,nM,40000.0,uM,40.0
COC(=O)c1[nH]c2ccc(OC)cc2c1S(=O)(=O)c1ccccc1,CHEMBL197661,nM,40000.0,uM,40.0
COC(=O)c1[nH]c2cc(OC)ccc2c1Sc1ccccc1,CHEMBL201740,nM,40000.0,uM,40.0
CCOC(=O)c1[nH]c2ccc(Cl)cc2c1Sc1cc(OC)c(OC)c(OC)c1,CHEMBL381787,nM,2200.0,uM,2.2
COC(=O)c1[nH]c2ccc(Cl)cc2c1Sc1cc(OC)cc(OC)c1,CHEMBL201490,nM,2200.0,uM,2.2
COC(=O)c1[nH]c2ccc(Cl)cc2c1S(=O)(=O)c1ccc(OC)cc1,CHEMBL199392,nM,40000.0,uM,40.0
COC(=O)c1[nH]c2ccc(Cl)cc2c1S(=O)(=O)c1cccc(OC)c1,CHEMBL200078,nM,31000.0,uM,31.0
COC(=O)c1[nH]c2ccc(Cl)cc2c1Sc1cccc(OC)c1,CHEMBL203353,nM,1800.0,uM,1.8
COC(=O)c1[nH]c2ccc(Cl)cc2c1S(=O)(=O)c1ccccc1OC,CHEMBL199747,nM,40000.0,uM,40.0
COC(=O)c1[nH]c2ccc(Cl)cc2c1Sc1ccccc1OC,CHEMBL372987,nM,4200.0,uM,4.2
CCOC(=O)c1[nH]c2ccccc2c1Sc1cc(OC)c(OC)c(OC)c1,CHEMBL202029,nM,2900.0,uM,2.9
CCOC(=O)c1[nH]c2ccccc2c1Sc1ccc(OC)cc1,CHEMBL201898,nM,40000.0,uM,40.0
CCOC(=O)c1[nH]c2ccccc2c1Sc1cccc(OC)c1,CHEMBL373244,nM,2900.0,uM,2.9
CCOC(=O)c1[nH]c2ccccc2c1Sc1ccccc1OC,CHEMBL373208,nM,12000.0,uM,12.0
O=C(OCc1ccccc1)c1[nH]c2ccccc2c1Sc1ccccc1,CHEMBL381320,nM,40000.0,uM,40.0
CC(C)CCOC(=O)c1[nH]c2ccccc2c1Sc1ccccc1,CHEMBL201286,nM,40000.0,uM,40.0
CC(C)(C)OC(=O)c1[nH]c2ccccc2c1Sc1ccccc1,CHEMBL203412,nM,40000.0,uM,40.0
CCC(C)OC(=O)c1[nH]c2ccccc2c1Sc1ccccc1,CHEMBL373225,nM,40000.0,uM,40.0
CCCCOC(=O)c1[nH]c2ccccc2c1Sc1ccccc1,CHEMBL199514,nM,40000.0,uM,40.0
CC(C)OC(=O)c1[nH]c2ccccc2c1Sc1ccccc1,CHEMBL200062,nM,18000.0,uM,18.0
COC(=O)c1[nH]c2ccc(Cl)cc2c1Sc1cc(OC)c(OC)c(OC)c1,CHEMBL381933,nM,2500.0,uM,2.5
c1ccc(CNc2ncccc2-c2nnc(Nc3ccc4c(c3)OCCO4)o2)nc1,CHEMBL205166,nM,190.0,uM,0.19
c1ccc(CNc2ncccc2-c2nnc(Nc3ccc4c(c3)OCO4)o2)nc1,CHEMBL381122,nM,30.0,uM,0.03
c1ccc(CNc2ccsc2-c2nnc(Nc3ccc4c(c3)OCCO4)o2)nc1,CHEMBL381049,nM,75.0,uM,0.075
c1ccc(CNc2ccccc2-c2cnc(Nc3ccc4c(c3)OCCO4)o2)nc1,CHEMBL204241,nM,10.0,uM,0.01
c1ccc(CNc2ccccc2-c2nnc(Nc3ccc4c(c3)OCCO4)o2)nc1,CHEMBL203974,nM,390.0,uM,0.39
COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1O,CHEMBL67,nM,30.0,uM,0.03
c1ccc(CNc2ncccc2-c2nnc(Nc3ccc4c(c3)OCO4)o2)nc1,CHEMBL381122,nM,1700.0,uM,1.7
c1cnc(NCC2CCCO2)c(-c2nnc(Nc3ccc4c(c3)OCCO4)o2)c1,CHEMBL383065,nM,390.0,uM,0.39
COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1O,CHEMBL67,nM,2100.0,uM,2.1
c1ccc(CNc2ccccc2-c2c[nH]c(Nc3ccc4c(c3)OCCO4)n2)nc1,CHEMBL381330,nM,30000.0,uM,30.0
c1ccc(CNc2ccccc2-c2csc(Nc3ccc4c(c3)OCCO4)n2)nc1,CHEMBL204853,nM,30000.0,uM,30.0
c1ccc(CNc2ccccc2-c2cnc(Nc3ccc4c(c3)OCCO4)o2)nc1,CHEMBL204241,nM,1400.0,uM,1.4
c1ccc(CNc2ccsc2-c2nnc(Nc3ccc4c(c3)OCCO4)o2)nc1,CHEMBL381049,nM,4400.0,uM,4.4
c1ccc(CNc2ccccc2-c2nnc(Nc3ccc4c(c3)OCCO4)o2)nc1,CHEMBL203974,nM,1200.0,uM,1.2
c1ccc(CNc2nccnc2-c2nnc(Nc3ccc4c(c3)OCCO4)o2)nc1,CHEMBL379249,nM,2000.0,uM,2.0
c1ccc(CNc2ncncc2-c2nnc(Nc3ccc4c(c3)OCCO4)o2)nc1,CHEMBL203159,nM,30000.0,uM,30.0
c1ccc(CNc2ccncc2-c2nnc(Nc3ccc4c(c3)OCCO4)o2)nc1,CHEMBL204972,nM,30000.0,uM,30.0
Fc1cnc(NCc2ccccn2)c(-c2nnc(Nc3ccc4c(c3)OCCO4)o2)c1,CHEMBL381963,nM,3400.0,uM,3.4
FC(F)(F)c1ccc(-c2nnc(Nc3ccc4c(c3)OCCO4)o2)c(NCc2ccccn2)n1,CHEMBL382867,nM,30000.0,uM,30.0
Cc1ccc(-c2nnc(Nc3ccc4c(c3)OCCO4)o2)c(NCc2ccccn2)n1,CHEMBL204093,nM,2400.0,uM,2.4
CN(c1ccc2c(c1)OCCO2)c1nnc(-c2cccnc2NCc2ccccn2)o1,CHEMBL204233,nM,30000.0,uM,30.0
c1ccc(COc2ncccc2-c2nnc(Nc3ccc4c(c3)OCCO4)o2)nc1,CHEMBL383230,nM,18100.0,uM,18.1
FC1(F)Oc2ccc(Nc3nnc(-c4cccnc4NCc4ccccn4)o3)cc2O1,CHEMBL382619,nM,13300.0,uM,13.3
COc1ccc(Nc2nnc(-c3cccnc3NCc3ccccn3)o2)cc1,CHEMBL383751,nM,1500.0,uM,1.5
CN1CCCC1NCNc1ncccc1-c1nnc(Nc2ccc3c(c2)OCCO3)o1,CHEMBL383032,nM,30000.0,uM,30.0
c1cnc(NCC2CCCO2)c(-c2nnc(Nc3ccc4c(c3)OCO4)o2)c1,CHEMBL426842,nM,15500.0,uM,15.5
c1cnc(NCC2CCCO2)c(-c2nnc(Nc3ccc4c(c3)OCCO4)o2)c1,CHEMBL383065,nM,1700.0,uM,1.7
c1coc(CNc2ncccc2-c2nnc(Nc3ccc4c(c3)OCO4)o2)c1,CHEMBL382558,nM,4900.0,uM,4.9
c1coc(CNc2ncccc2-c2nnc(Nc3ccc4c(c3)OCCO4)o2)c1,CHEMBL205122,nM,2000.0,uM,2.0
c1cnc(NCc2cnccn2)c(-c2nnc(Nc3ccc4c(c3)OCO4)o2)c1,CHEMBL382358,nM,9600.0,uM,9.6
c1cnc(NCc2cnccn2)c(-c2nnc(Nc3ccc4c(c3)OCCO4)o2)c1,CHEMBL381961,nM,2200.0,uM,2.2
c1ccc(CNc2ncccc2-c2nnc(Nc3ccc4c(c3)OCCO4)o2)nc1,CHEMBL205166,nM,1900.0,uM,1.9
c1cncc(CNc2ncccc2-c2nnc(Nc3ccc4c(c3)OCO4)o2)c1,CHEMBL382359,nM,8800.0,uM,8.8
c1cncc(CNc2ncccc2-c2nnc(Nc3ccc4c(c3)OCCO4)o2)c1,CHEMBL203062,nM,700.0,uM,0.7
c1cnc(NCc2ccncc2)c(-c2nnc(Nc3ccc4c(c3)OCO4)o2)c1,CHEMBL204710,nM,1000.0,uM,1.0
c1cnc(NCc2ccncc2)c(-c2nnc(Nc3ccc4c(c3)OCCO4)o2)c1,CHEMBL204754,nM,29900.0,uM,29.9
CS(=O)(=O)Nc1ccc(CNc2ncccc2-c2nnc(Nc3ccc4c(c3)OCO4)o2)cc1,CHEMBL203704,nM,3800.0,uM,3.8
CS(=O)(=O)Nc1ccc(CNc2ncccc2-c2nnc(Nc3ccc4c(c3)OCCO4)o2)cc1,CHEMBL204180,nM,2000.0,uM,2.0
Fc1ccc(CNc2ncccc2-c2nnc(Nc3ccc4c(c3)OCO4)o2)cc1F,CHEMBL203868,nM,2200.0,uM,2.2
Fc1ccc(CNc2ncccc2-c2nnc(Nc3ccc4c(c3)OCCO4)o2)cc1F,CHEMBL203755,nM,700.0,uM,0.7
Fc1ccc(CNc2ncccc2-c2nnc(Nc3ccc4c(c3)OCCO4)o2)cc1,CHEMBL204811,nM,5000.0,uM,5.0
COc1ccc(CNc2ncccc2-c2nnc(Nc3ccc4c(c3)OCCO4)o2)cc1,CHEMBL381405,nM,1600.0,uM,1.6
c1cnc(NCc2ccc3c(c2)OCO3)c(-c2nnc(Nc3ccc4c(c3)OCCO4)o2)c1,CHEMBL203642,nM,500.0,uM,0.5
c1cnc(NCc2ccc3c(c2)OCCO3)c(-c2nnc(Nc3ccc4c(c3)OCCO4)o2)c1,CHEMBL205124,nM,1800.0,uM,1.8
CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,CHEMBL428647,,,,
c1cncc(CNc2ncccc2-c2nnc(Nc3ccc4c(c3)OCCO4)o2)c1,CHEMBL203062,nM,30.0,uM,0.03
c1cnc(NCc2ccncc2)c(-c2nnc(Nc3ccc4c(c3)OCO4)o2)c1,CHEMBL204710,nM,30.0,uM,0.03
CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,CHEMBL428647,,,,
O=C(NC(=O)c1ccccc1[N+](=O)[O-])Nc1ccc(Oc2ncc(Br)cn2)cc1,CHEMBL206073,nM,4700.0,uM,4.7
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,CHEMBL107,nM,2700.0,uM,2.7
COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,CHEMBL61,nM,1700.0,uM,1.7
COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1O,CHEMBL67,nM,1700.0,uM,1.7
Nc1ccccc1C(=O)NC(=O)Nc1ccc(Sc2ncc(Br)cn2)cc1,CHEMBL203996,nM,40000.0,uM,40.0
Nc1ccccc1C(=O)NC(=O)Nc1ccc(Oc2ncc(Br)cn2)cc1,CHEMBL208272,nM,36000.0,uM,36.0
O=C(NC(=O)c1ccccc1[N+](=O)[O-])Nc1ccc(Sc2ncc(Br)cn2)cc1,CHEMBL205487,nM,2100.0,uM,2.1
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,CHEMBL107,nM,1700.0,uM,1.7
COc1cc2c(c(OC)c1OC)-c1ccc(=O)c(OC)cc1[C@@H](Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])CC2,CHEMBL382254,,,,
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])CC2,CHEMBL206877,nM,4600.0,uM,4.6
CCN[C@H]1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21,CHEMBL425414,nM,5100.0,uM,5.1
COc1cc2c(c(OC)c1OC)-c1ccc(=O)c(OC)cc1[C@@H](NS(=O)(=O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-])CC2,CHEMBL377460,nM,59000.0,uM,59.0
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NS(=O)(=O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-])CC2,CHEMBL380539,nM,9700.0,uM,9.7
COc1cc2c(c(OC)c1OC)-c1ccc(=O)c(OC)cc1[C@@H](NS(=O)(=O)c1ccccc1[N+](=O)[O-])CC2,CHEMBL377133,nM,58000.0,uM,58.0
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NS(=O)(=O)c1ccccc1[N+](=O)[O-])CC2,CHEMBL207074,nM,5600.0,uM,5.6
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](/N=C(/C)S)CC2,CHEMBL378838,nM,2200.0,uM,2.2
COc1cc2c(c(OC)c1OC)-c1ccc(=O)c(OC)cc1[C@@H](NCC(C)=O)CC2,CHEMBL208046,nM,68000.0,uM,68.0
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NCC(C)=O)CC2,CHEMBL208189,nM,8300.0,uM,8.3
COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1O,CHEMBL67,nM,4920.0,uM,4.92
COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1O,CHEMBL67,nM,12.9,uM,0.0129
COc1cc(/C=C\Cc2cc(O)c3ccsc3c2)cc(OC)c1OC,CHEMBL210806,nM,24600.0,uM,24.6
COc1cc(/C=C\Cc2cc(O)c3ccsc3c2)cc(OC)c1OC,CHEMBL210806,nM,1160.0,uM,1.16
COc1cc(/C=C\Cc2cc(O)c3ccoc3c2)cc(OC)c1OC,CHEMBL210722,nM,10300.0,uM,10.3
COc1cc(/C=C\Cc2cc(O)c3ccoc3c2)cc(OC)c1OC,CHEMBL210722,nM,2500.0,uM,2.5
Cc1cc(NC(=O)NC(=O)c2ccccc2)ccc1Oc1ncc(Br)cn1,CHEMBL202742,,,,
O=C(NC(=O)c1ccccc1)Nc1ccc([S+]([O-])c2ncccn2)cc1,CHEMBL204324,,,,
O=C(NC(=O)c1ccccc1)Nc1ccc(Sc2ncccn2)cc1,CHEMBL202947,,,,
O=C(NC(=O)c1ccccc1)Nc1ccc(S(=O)(=O)c2ncccn2)cc1,CHEMBL203837,,,,
O=C(NC(=O)c1ccccc1)Nc1ccc([S+]([O-])c2ncc(Br)cn2)cc1,CHEMBL207795,,,,
O=C(NC(=O)c1ccccc1)Nc1ccc(Oc2ncccn2)cc1,CHEMBL203336,,,,
Nc1ccccc1C(=O)NC(=O)Nc1ccc(Oc2ncccn2)cc1,CHEMBL204572,,,,
Cc1cc(NC(=S)NC(=O)c2ccccc2)ccc1Oc1ncc(Br)cn1,CHEMBL381334,,,,
O=C(NC(=O)c1ccccc1[N+](=O)[O-])Nc1ccc(Oc2ncccn2)cc1,CHEMBL206036,,,,
O=C(NC(=S)Nc1ccc(Oc2ncccn2)cc1)c1ccccc1,CHEMBL206092,,,,
O=C(NC(=S)Nc1ccc(Sc2ncccn2)cc1)c1ccccc1,CHEMBL382800,,,,
O=C(NC(=O)c1ccccc1)Nc1ccc(Oc2ncc(Br)cn2)cc1,CHEMBL203386,,,,
O=C(NC(=S)Nc1ccc(Oc2ncc(Br)cn2)cc1)c1ccccc1,CHEMBL203387,,,,
O=C(NC(=O)c1ccccc1)Nc1ccc(S(=O)(=O)c2ncc(Br)cn2)cc1,CHEMBL206013,,,,
O=C(NC(=O)c1ccccc1[N+](=O)[O-])Nc1ccc([S+]([O-])c2ncccn2)cc1,CHEMBL206014,,,,
O=C(NC(=O)c1ccccc1[N+](=O)[O-])Nc1ccc(S(=O)(=O)c2ncccn2)cc1,CHEMBL383425,,,,
CC[C@@H](C)[C@@H]1NC(=O)[C@@H](NC)[C@H](O)c2ccc(O)c(c2)O[C@](C)(CC)[C@@H](C(=O)NCC(=O)O)NC1=O,CHEMBL1791395,nM,4800.0,uM,4.8
CC[C@@]1(C)Oc2cc(ccc2OC)[C@@H](O)[C@H](NC)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H]1C(=O)NCC(=O)O,CHEMBL378835,nM,40000.0,uM,40.0
CC[C@@]1(C)Oc2cc(ccc2O)[C@@H](O)[C@H](NC)C(=O)N[C@@H](C)C(=O)N[C@@H]1C(=O)NCC(=O)O,CHEMBL214706,nM,8200.0,uM,8.2
CC[C@@]1(C)Oc2cc(ccc2O)[C@@H](O)[C@H](NC)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H]1C(=O)NCC(=O)O,CHEMBL386110,nM,1500.0,uM,1.5
CC[C@@]1(C)Oc2cc(c([S+]([O-])C[C@@H](O)C[C@H](N)C(=O)O)cc2O)[C@@H](O)[C@H](NC)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H]1C(=O)NCC(=O)O,CHEMBL212074,nM,1100.0,uM,1.1
CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)c1nccs1)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C,CHEMBL39541,nM,0.5,nM,0.5
CN(C)CC(=O)Nc1ccc(C(=O)/C=C/c2ccccn2)cc1,CHEMBL384281,nM,19800.0,uM,19.8
O=C(/C=C/c1ccccn1)c1ccccc1,CHEMBL16947,nM,30000.0,uM,30.0
CC(=O)Nc1ccc(C(=O)/C=C/c2ccccn2)cc1,CHEMBL425789,nM,15700.0,uM,15.7
Cc1nc(C)c(-c2csc(Nc3ccc(Br)cc3)n2)s1,CHEMBL424708,nM,1000.0,uM,1.0
COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,CHEMBL61,nM,4000.0,uM,4.0
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,CHEMBL107,nM,500.0,uM,0.5
Cc1ccc(Nc2nc(-n3ccnc3C)cs2)cc1,CHEMBL385659,nM,750.0,uM,0.75
Cc1ccc(Nc2nc(-n3cc(C)nc3C)cs2)cc1,CHEMBL211913,nM,6250.0,uM,6.25
COc1ccc(Nc2nc(-n3ccnc3C)cs2)cc1,CHEMBL213044,nM,8000.0,uM,8.0
COc1ccc(Nc2nc(-n3cc(C)nc3C)cs2)cc1,CHEMBL386425,nM,7500.0,uM,7.5
Cc1cn(-c2csc(Nc3ccc(Br)cc3)n2)c(C)n1,CHEMBL213261,nM,4000.0,uM,4.0
COc1ccc(Nc2nc(-n3c(C)nc4ccccc43)cs2)cc1,CHEMBL212832,nM,750.0,uM,0.75
Brc1ccc(Nc2nc(-n3cnc4ccccc43)cs2)cc1,CHEMBL386980,nM,100000.0,uM,100.0
Cc1nc2ccccc2n1-c1csc(Nc2ccc(Br)cc2)n1,CHEMBL213163,nM,1250.0,uM,1.25
COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1O,CHEMBL67,nM,1400.0,uM,1.4
COc1cccc(-c2cc(C(=O)c3cc(OC)c(OC)c(OC)c3)c(N)s2)c1,CHEMBL209011,nM,1200.0,uM,1.2
COc1ccc(-c2cc(C(=O)c3cc(OC)c(OC)c(OC)c3)c(N)s2)cc1,CHEMBL210239,nM,1100.0,uM,1.1
COc1cc(C(=O)c2cc(-c3ccc(C)cc3)sc2N)cc(OC)c1OC,CHEMBL380060,nM,800.0,uM,0.8
COc1cc(C(=O)c2cc(-c3ccc(F)cc3)sc2N)cc(OC)c1OC,CHEMBL212515,nM,860.0,uM,0.86
