canonical_smiles,molecule_chembl_id,standard_units,standard_value,units,value
Nc1[nH]ncc1-c1nc2ccccc2s1,CHEMBL3685679,nM,300.0,uM,0.3
Nc1n[nH]c(N)c1-c1nc2ccccc2s1,CHEMBL3685680,nM,700.0,uM,0.7
CN(C)CCCc1[nH]nc(N)c1-c1nc2ccccc2s1,CHEMBL3685681,nM,200.0,uM,0.2
CNCCCc1[nH]nc(N)c1-c1nc2ccccc2s1,CHEMBL3685682,nM,20.0,uM,0.02
CN(C)CCCCc1[nH]nc(N)c1-c1nc2ccccc2s1,CHEMBL3685683,nM,400.0,uM,0.4
CNCCCCc1[nH]nc(N)c1-c1nc2ccccc2s1,CHEMBL3685684,nM,100.0,uM,0.1
Nc1[nH]nc(-c2ccc([N+](=O)[O-])cc2)c1-c1nc2ccccc2s1,CHEMBL3685685,nM,4000.0,uM,4.0
Nc1n[nH]c(C2CC2)c1-c1nc2ccccc2s1,CHEMBL3685686,nM,600.0,uM,0.6
CCc1[nH]nc(N)c1-c1nc2ccccc2s1,CHEMBL3685687,nM,800.0,uM,0.8
Nc1[nH]nc(-c2ccco2)c1-c1nc2ccccc2s1,CHEMBL3685688,nM,100.0,uM,0.1
Cc1[nH]nc(N)c1-c1nc2ccccc2s1,CHEMBL3685689,nM,300.0,uM,0.3
CSc1n[nH]c(N)c1-c1nc2ccccc2s1,CHEMBL3685690,nM,1100.0,uM,1.1
Nc1[nH]nc(-c2ccccc2)c1-c1nc2ccccc2s1,CHEMBL3685691,nM,900.0,uM,0.9
Nc1n[nH]c(N2CCNCC2)c1-c1nc2ccccc2s1,CHEMBL3685692,nM,190.0,uM,0.19
Nc1n[nH]c(C2CCNCC2)c1-c1nc2ccccc2s1,CHEMBL3685693,nM,60.0,uM,0.06
Nc1[nH]nc(-c2cccnc2)c1-c1nc2ccccc2s1,CHEMBL3685694,nM,600.0,uM,0.6
Nc1[nH]nc(-c2ccncc2)c1-c1nc2ccccc2s1,CHEMBL3685695,nM,100.0,uM,0.1
Nc1[nH]nc(N2CCCC2)c1-c1nc2ccccc2s1,CHEMBL3685696,nM,3700.0,uM,3.7
Nc1[nH]nc(-c2cccs2)c1-c1nc2ccccc2s1,CHEMBL3685697,nM,900.0,uM,0.9
Nc1n[nH]c(NCc2ncc[nH]2)c1-c1nc2ccccc2s1,CHEMBL3685698,nM,2500.0,uM,2.5
Nc1[nH]nc(/N=C/c2ncc[nH]2)c1-c1nc2ccccc2s1,CHEMBL3685699,nM,1000.0,uM,1.0
CN(C)CCNc1[nH]nc(N)c1-c1nc2ccccc2s1,CHEMBL3685700,nM,500.0,uM,0.5
CCNCCNc1[nH]nc(N)c1-c1nc2ccccc2s1,CHEMBL3685701,nM,150.0,uM,0.15
COCCNc1[nH]nc(N)c1-c1nc2ccccc2s1,CHEMBL3685702,nM,700.0,uM,0.7
Nc1n[nH]c(NCCN2CCCC2)c1-c1nc2ccccc2s1,CHEMBL3685703,nM,1900.0,uM,1.9
CN(C)CCCNc1[nH]nc(N)c1-c1nc2ccccc2s1,CHEMBL3685704,nM,300.0,uM,0.3
Nc1n[nH]c(NCCCn2ccnc2)c1-c1nc2ccccc2s1,CHEMBL3685705,nM,500.0,uM,0.5
Nc1n[nH]c(NCCc2c[nH]c3ccccc23)c1-c1nc2ccccc2s1,CHEMBL3685706,nM,3300.0,uM,3.3
Nc1n[nH]c(NCC2CCNCC2)c1-c1nc2ccccc2s1,CHEMBL3685707,nM,2700.0,uM,2.7
Nc1n[nH]c(NCCN2CCOCC2)c1-c1nc2ccccc2s1,CHEMBL3732800,nM,1500.0,uM,1.5
CCNc1[nH]nc(N)c1-c1nc2ccccc2s1,CHEMBL3728784,nM,1700.0,uM,1.7
Nc1n[nH]c(NCc2cccnc2)c1-c1nc2ccccc2s1,CHEMBL3727684,nM,2900.0,uM,2.9
COc1cc2sc(-c3c(-c4cccnc4Cl)n[nH]c3N)nc2cc1F,CHEMBL3685711,nM,3400.0,uM,3.4
NCCCc1[nH]nc(N)c1-c1nc2ccccc2s1,CHEMBL3685712,nM,10.0,uM,0.01
Nc1n[nH]c(NCCc2ccc(O)cc2)c1-c1nc2ccccc2s1,CHEMBL3685678,nM,2900.0,uM,2.9
Nc1n[nH]c(NCc2ccc(S(N)(=O)=O)cc2)c1-c1nc2ccccc2s1,CHEMBL3685677,nM,2900.0,uM,2.9
COc1c(F)cc2nc(-c3c(N)n[nH]c3C)sc2c1Cl,CHEMBL3685676,nM,400.0,uM,0.4
COc1ccc(Cl)c2sc(-c3c(N)n[nH]c3C)nc12,CHEMBL3685675,nM,1000.0,uM,1.0
Nc1[nH]ncc1-c1nc2ccc([N+](=O)[O-])cc2s1,CHEMBL3685674,nM,3400.0,uM,3.4
COc1ccc2nc(-c3c(N)n[nH]c3N3CCNCC3)sc2c1,CHEMBL3685673,nM,200.0,uM,0.2
COc1ccc2nc(-c3c(N)n[nH]c3C)sc2c1,CHEMBL3685672,nM,340.0,uM,0.34
Cc1[nH]nc(N)c1-c1nc2ccc(S(C)(=O)=O)cc2s1,CHEMBL3685671,nM,500.0,uM,0.5
Cc1[nH]nc(N)c1-c1nc2ccc(F)cc2s1,CHEMBL3685670,nM,400.0,uM,0.4
Nc1[nH]ncc1-c1nc2ccc(F)cc2s1,CHEMBL3685669,nM,200.0,uM,0.2
Cc1[nH]nc(N)c1-c1nc2ccc(CN(C)C)cc2s1,CHEMBL3685668,nM,200.0,uM,0.2
Cc1[nH]nc(N)c1-c1nc2cc(F)c(CN(C)C)cc2s1,CHEMBL3685667,nM,600.0,uM,0.6
Cc1[nH]nc(N)c1-c1nc2ccc(Cl)cc2s1,CHEMBL3685666,nM,300.0,uM,0.3
Cc1[nH]nc(N)c1-c1nc2ccc(Br)cc2s1,CHEMBL3685665,nM,400.0,uM,0.4
Cc1[nH]nc(N)c1-c1nc2cc(F)c(Br)cc2s1,CHEMBL3685664,nM,200.0,uM,0.2
Nc1[nH]ncc1-c1nc2cc(C(F)(F)F)ccc2s1,CHEMBL3685663,nM,1100.0,uM,1.1
COc1ccc2sc(-c3c(N)n[nH]c3C)nc2c1,CHEMBL3685662,nM,3700.0,uM,3.7
Cc1[nH]nc(N)c1-c1nc2cc(F)ccc2s1,CHEMBL3685661,nM,40.0,uM,0.04
Cc1cc2sc(-c3c(N)n[nH]c3C)nc2cc1F,CHEMBL3685660,nM,300.0,uM,0.3
Cc1cc2sc(-c3cn[nH]c3N)nc2cc1F,CHEMBL3685659,nM,50.0,uM,0.05
COc1cc2sc(-c3c(N)n[nH]c3NCCc3cnc[nH]3)nc2cc1F,CHEMBL3685658,nM,200.0,uM,0.2
COc1cc2sc(-c3c(-c4cccs4)n[nH]c3N)nc2cc1F,CHEMBL3685733,nM,700.0,uM,0.7
COc1cc2sc(-c3c(-c4ccncc4)n[nH]c3N)nc2cc1F,CHEMBL3685657,nM,200.0,uM,0.2
COc1cc2sc(-c3c(N)n[nH]c3N3CCNCC3)nc2cc1F,CHEMBL3685656,nM,70.0,uM,0.07
COc1cc2sc(-c3c(-c4ccccc4)n[nH]c3N)nc2cc1F,CHEMBL3685655,nM,2300.0,uM,2.3
COc1cc2sc(-c3c(N)n[nH]c3C)nc2cc1F,CHEMBL3685654,nM,60.0,uM,0.06
COc1cc2sc(-c3c(-c4ccno4)n[nH]c3N)nc2cc1F,CHEMBL3685653,nM,100.0,uM,0.1
COc1cc2sc(-c3c(-c4ccco4)n[nH]c3N)nc2cc1F,CHEMBL3685652,nM,40.0,uM,0.04
COc1cc2sc(-c3c(-c4ccc([N+](=O)[O-])o4)n[nH]c3N)nc2cc1F,CHEMBL3685651,nM,300.0,uM,0.3
Nc1ccc(-c2n[nH]c(N)c2-c2nc3ccccc3s2)cc1,CHEMBL3685713,nM,100.0,uM,0.1
COc1cc2sc(-c3c(N)n[nH]c3C3CC3)nc2cc1F,CHEMBL3685714,nM,1000.0,uM,1.0
Cc1[nH]nc(N)c1-c1nc2c(F)c(F)c(F)cc2s1,CHEMBL3685715,nM,200.0,uM,0.2
Cc1[nH]nc(N)c1-c1nc2cc(C(F)(F)F)ccc2s1,CHEMBL3685716,nM,2800.0,uM,2.8
CNCc1ccc2nc(-c3c(N)n[nH]c3C)sc2c1,CHEMBL3685717,nM,500.0,uM,0.5
Cc1[nH]nc(N)c1-c1nc2ccc(CN3CCOCC3)cc2s1,CHEMBL3685718,nM,500.0,uM,0.5
Cc1[nH]nc(N)c1-c1nc2ccc(CN3CCCC3)cc2s1,CHEMBL3685719,nM,900.0,uM,0.9
